Product_Name,Main_Category,Sub_Category,Discounted_Price,Actual_Price,Discount_Percentage,Savings_Amount,Rating,Rating_Count,Price_Range,Rating_Category,Discount_Category,Review_Volume,User_Name,Review_Title
"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor",Home&Kitchen,HandheldVacuums,1547.0,2890.0,46,1343.0,3.9,463.0,₹1000-2500,Good (3.5-4.0),Medium (25-50%),Medium (100-1K),"Axis Web Art Private Limited,Lily Shaw,madhab,NCR,Ganesh,Deb,Mona,Naveen","Not impressed with the purchase,👍,Good project,Gets small clean up jobs done efficiently,Does the job,Works okay,Warranty Card not found inside the Box.,Succetion time could be on the higher side"
"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",Home&Kitchen,HandBlenders,499.0,1299.0,62,800.0,4.7,54.0,Under ₹500,Excellent (4.5-5.0),High (50-75%),Low (<100),"shammi,Rippy Mittal,Kabeer,Kush,Vani Prabha,neha,Reena Chahar,Rameshwar","Little kitchen helper,An amazing product,Very good product nice to use,Handy gadget!,Easy to use and carry Great product 👌,Best product,Light weight,Will definitely save your time...."
Usha IH2415 1500-Watt Immersion Heater (Silver),Home&Kitchen,ImmersionRods,510.0,640.0,20,130.0,4.1,7229.0,₹500-1000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"Durgaprasad g.,S K Hazra,Niraj k.,Sapan,Amazon Customer,ulavappa s asundi,Hitesh Nayak,Lakshmi S","Good water heater,Good quality,Good products,Good,Good,Good product,Good product,Brand value"
ACTIVA Instant 3 LTR 3 KVA SPECIAL Anti Rust Coated Tank Geyser with Full ABS Body with 5 Year Warranty Premium (White),Home&Kitchen,InstantWaterHeaters,1899.0,3790.0,50,1891.0,3.8,3842.0,₹1000-2500,Good (3.5-4.0),Medium (25-50%),High (1K-10K),"Gajendra Kumar sharma,Gagan,Lavi,Priyesh,Suketu Bhatt,Krish,varsha pandey,PRABHAKAR DESAI","Value for money,Goods,Pipe is not dilevered with gysure,Product is good but warranty service follow up is hectic & customer care service is pathetic,Good cooling, Fit finish not up to mark.,Value for money,good one for small town , high wattage  creating problem in metro apartment,Working Good"
"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",Home&Kitchen,InstantWaterHeaters,2599.0,4560.0,43,1961.0,4.4,646.0,₹2500-5000,Very Good (4.0-4.5),Medium (25-50%),Medium (100-1K),"Dev Shah,Amazon Customer,nidhi sharma,Amazon Customer,Kushal,I wish i was,Ranjeet S.,Amazon Customer","Good product,Excellent product,Good pruduct as of now.. 👍,Best product,Happy with the product,Compact product,Must buy item.,Havell’s Instant Geyser"
"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",Home&Kitchen,EggBoilers,1199.0,3500.0,66,2301.0,4.3,1802.0,₹1000-2500,Very Good (4.0-4.5),High (50-75%),High (1K-10K),"Virjesh,Manish Soni,MUKESH THAKUR,Abhijit Walvatkar,Indrajeet Chauhan,Ashok Abraham,Anushruti,Sravya","Easy to use, works really well.,Good experience so far,Good,Handy product,Looks great..,convenient and efficient to use,Time saving and effective.,Good"
"INDIAS®™ Electro-Instant Water Geyser A.B.S. Body Shock Proof Can be Used in Bathroom, Kitchen, wash Area, Hotels, Hospital etc.",Home&Kitchen,InstantWaterHeaters,999.0,2600.0,62,1601.0,3.4,252.0,₹500-1000,Fair (3.0-3.5),High (50-75%),Medium (100-1K),"SATENDRA SAINI,AKSHAY KHOWAL,Daksh,amar,Veera,Nand Kishore Sharma,Tanvir,Rajesh Kumar","Current issue in output water,Value for money,Great Product for Kitchen,Bakara product please don't purches,Awesomee,It can be hanged any where it is a portable  water geser.,very bad product not ,work even 3 months, as well as seller is not supporting in warranty,Good equipment"
AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen,InductionCooktop,1999.0,3300.0,39,1301.0,4.2,780.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Medium (100-1K),"Amazon Customer,Ishtiyaq Ahamd,Roy Tom,THANGAVELU,Gopinath Behera,Souravv Garnaik,NC Mistry,MOHAMMAD I.","So far so good,Good,Good quality product,Fully satisfied.,Product Is Nice ,And Easy To Use,poor longevity,A good induction cook top,Good."
"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",Home&Kitchen,HandBlenders,210.0,699.0,70,489.0,3.7,74.0,Under ₹500,Good (3.5-4.0),High (50-75%),Low (<100),"Syed sarfarazuddin,Chetanya Arora,Taniya Baidya,priyanka jaisal,Gagan,Govind Tyagi,Rahul,Manju Sharma","A little weak but over all good,Value for money!,Not working,Nyc product,Good,Average quality product,Very good product,Affordable"
"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Airborne Viruses & Bacteria,99.97% Airborne Pollutants,Ideal For Master Bedroom",Home&Kitchen,HEPAAirPurifiers,14499.0,23559.0,38,9060.0,4.3,2026.0,Above ₹5000,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Prasad Kulasekar,Griswold,Balasubramanyam,Akshay,Amazon Customer,Anup,Shekhar,Baldev Dudani","Good choice,No noise and all clean air. Very effective and the family noticed an improvement right away,Good product and easy to install,Go for it!!,Happy to use,How can I contact the manufacturer,Good,Excellent product"
"Esquire Laundry Basket Brown, 50 Ltr Capacity(Plastic)",Home&Kitchen,LaundryBaskets,950.0,1599.0,41,649.0,4.3,5911.0,₹500-1000,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Vysh,Suryakanth raju,VP,Ashi,Amazon Customer,Nishu bharti,Aish,Sarita Verma","I would have given it 5 stars.. but..,Quality product,Good product,Good,Good capacity but looks a bit cheap,Medium size,Affordable,Basket is good, problem is with the lid."
"PHILIPS Air Fryer HD9200/90, uses up to 90% less fat, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",Home&Kitchen,AirFryers,7199.0,9995.0,28,2796.0,4.4,1964.0,Above ₹5000,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Gopal Krishan,mubarak,Don Quixote,Aman Agarwal,gopalbhaduri,Neetesh Singh,RAJDEEP R.,k ramesh","Not for people who prefer taste over health.,Good product use easy,Not for big families,Good Purchase,Definitely a buy,ONE OF THE BEST BUY EVER....,Cooking awesome...,Sleek and elegant."
Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,Home&Kitchen,ElectricHeaters,2439.0,2545.0,4,106.0,4.1,25.0,₹1000-2500,Very Good (4.0-4.5),Low (0-25%),Low (<100),"Amit Sood,Tarun Mohan,Shravani Raj","Good product and budget price,I purchased this product from shop for Rs 1650 including everything so why to buy from Amazon,Worst product"
"Philips EasyTouch Plus Standing Garment Steamer GC523/60 - 1600 Watt, 5 Steam Settings, Up to 32 g/min steam, with Double Pole",Home&Kitchen,SteamIrons,7799.0,8995.0,13,1196.0,4.0,3160.0,Above ₹5000,Good (3.5-4.0),Low (0-25%),High (1K-10K),"Q,VINU R.,Biswajit Choudhury,Nishi b.,Dr Kushal Mital,P Yadav,Kindle Customer,Umashankar","Takes space and not convenient if in a hurry,Not useful for Cotton, Linen and thick materiel fabrics,Received broken,Only for lighter fabric,There is a learning curve, it may take 2 people to do it,It looks like an imitation product , pieces don’t match properly and some look very weak,Excellent product and received in good condition,Not great"
"Brayden Chopro, Electric Vegetable Chopper for Kitchen with 500 ML Capacity, 400 Watts Copper Motor and 4 Bi-Level SS Blades (Black)",Home&Kitchen,MiniFoodProcessors&Choppers,1599.0,1999.0,20,400.0,4.4,1558.0,₹1000-2500,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"Sri,Abhijith Prasanna,Sandeep,Amazon Customer,Amazon Customer,Tanvi,deepa,Tina suman","Very easy to chop veggies in a very short time,Super clean chopper,Nice product,Mom lives it!,“ LOSING A BATTLE”. Because of  a shoe nail.,Very good chopper,Wow what a beautiful product for cutting onions n other veggies . Why did i delay for so long,I like it"
"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 3 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,MixerGrinders,2899.0,5500.0,47,2601.0,3.8,8958.0,₹2500-5000,Good (3.5-4.0),Medium (25-50%),High (1K-10K),"Rachna,KAILASH MANDAL,Jasmeen Syan,Amazon Customer,PERIASAMY,Balamurugan,Vipul Mori,Durga","Handy and consumes so less space unlike other mixer grinder,THIRD CLASS PRODUCT,Not satisfactory,It is a wonderful  product,Super,n,Handy,One jar not working"
Usha Janome Dream Stitch Automatic Zig-Zag Electric Sewing Machine with 14 Stitch Function (White and Blue) with Free Sewing KIT Worth RS 500,Home&Kitchen,Sewing&EmbroideryMachines,9799.0,12150.0,19,2351.0,4.3,13251.0,Above ₹5000,Very Good (4.0-4.5),Low (0-25%),Very High (10K+),"S K THAKUR,Sritee Bharti,Mounika k,Kannan itz_sk,Shaikh Nadeem,Raviyathul basariya,Lathabaskaran,Reshma","Good machine,Machine is very easy to use after watching the tutorial video,Good product but.....,Costly product only,Superb quality and handling,Usha janom super sewing machine,Worth to buy this,Didn't get warranty card and fabric is not moving"
Black+Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet),Home&Kitchen,SteamIrons,3299.0,4995.0,34,1696.0,3.8,1393.0,₹2500-5000,Good (3.5-4.0),Medium (25-50%),High (1K-10K),"Nadeem,Viral,ankit agarwal,Amazon Customer,Vimala Vishwanath,Azra,Fouzia Kalim,SAMRAT KAR BHOWMIK","Good product but not very useful.,Just OK,Good,Good for crepe fabric dresses & delicate clothing items,Here iam sharing my usage experience this garment steamer very handy to use I used it for 25 day's,Nice product,Awsome,Highly Recommended"
"Personal Size Blender, Portable Blender, Battery Powered USB Blender, with Four Blades, Mini Blender Travel Bottle for Juice, Shakes, and Smoothies (Pink)",Home&Kitchen,HandBlenders,669.0,1499.0,55,830.0,2.3,13.0,₹500-1000,Poor (≤3.0),High (50-75%),Low (<100),"Manya,Been,Podili Parasuram,Rejoy Jacob,Priya","Nice product i recommend to buy,Do not buy!! Defective product,Wast of money,Very very bad portable,Waste of money its not working properly"
Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,Home&Kitchen,JuicerMixerGrinders,5890.0,7506.0,22,1616.0,4.5,7241.0,Above ₹5000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"Nadia,Narinder Kumar,Rakesh Prasad Sah,Manidhar Sambhanu,Pankaj Pal,A,Ravi verma,Vineet Kumar Agarwal","Need be careful,Excellent Product,Awesome Juicer with few issues,Best juicer ever , very strong and hard motor ,,Best mixer in India,Bang for the buck,Good product easy to use.,Best Juicer"
"Sure From Aquaguard Delight NXT RO+UV+UF+Taste Adjuster(MTDS),6L water purifier,8 stages purification,Suitable for borewell,tanker,municipal water(Black) from Eureka Forbes",Home&Kitchen,WaterFilters&Purifiers,9199.0,18000.0,49,8801.0,4.0,16020.0,Above ₹5000,Good (3.5-4.0),Medium (25-50%),Very High (10K+),"Sharfuddin Baba Mohammed,Rohit khuswaha,Mansi shelar,Anish Prasad,Backpack Nirvana,Nitin,Rajeev,Sajiedhi Bamon","VALUE FOR MONEY PRODUCT WITH WORST AFTER SALES SERVICE FROM EUREKA FORBES!,Water Taste and TDS level and Filter age,Good product but not good service after installation,Excellent Product for its price,Good product | Eureka Forbes took time for installation,Water wastage is ~220%.,Great product this RO purifier,Awesome product"
"PrettyKrafts Laundry Basket for clothes with Lid & Handles, Toys Organiser, 75 Ltr Grey",Home&Kitchen,LaundryBaskets,351.0,1099.0,68,748.0,3.7,1470.0,Under ₹500,Good (3.5-4.0),High (50-75%),High (1K-10K),"XYZ,Bhanu,Lalitha,Alex Christopher,Jeet,Wendy,Dkthr3,Vidya Bhandary","does it's job,Good,Chala bagundhe,Bottom is very thin woven and they provided carton for bottom,Good thing...,Not bad,Nice product,Good"
Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&PersonalCare,DigitalBathroomScales,899.0,1900.0,53,1001.0,4.0,3663.0,₹500-1000,Good (3.5-4.0),High (50-75%),High (1K-10K),"Jagdeep,imtiaz dhalech,Simple Person,Neha Naik","Design Optimised for Functionality, Durability & Battery life!,Nice,**HIGHLY PRECISE IN MEASURING**ACCU GAUGE SENSORS**CONVERTS UNIT AFTER MEASURING ALSO**HAS TARE, AUTO-OFF, OVERLOAD INDICATOR**,It worked good for one year. Now only grams are shown.litres option is not operated."
"Tesora - Inspired by you Large Premium Electric Kettle 1.8L, Stainless Steel Inner Body - Auto Power Cut, Boil Dry Protection & Cool Touch Double Wall, Portable | 1500 Watts |1 Year Warranty | (White)",Home&Kitchen,Kettle&ToasterSets,1349.0,1850.0,27,501.0,4.4,638.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Medium (100-1K),"Aliahmed Khan,Pankaj Tiwari,Placeholder,Tanmoy,Sumayya Shireen,Lovi Swu,Santosh,Deep raj","Good,Kind of too big.,Efficient one,good quality appliance,Nice product,Sturdy, well made,Fantastic product, I'm using it from last 10 days and it is working good. Value for money.,Quality product"
"AGARO Ace 1600 Watts, 21.5 kPa Suction Power, 21 litres Wet & Dry Stainless Steel Vacuum Cleaner with Blower Function and Washable Dust Bag",Home&Kitchen,Wet-DryVacuums,6236.0,9999.0,38,3763.0,4.1,3552.0,Above ₹5000,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"devadas,Dharmesh Soneta,Raghu HS,Buyer,Ankita,Lalit b.,shafeek,P Gourav Kumar Patro","Value for money,Nice product, comfortable to use.,nice one,Good product with some areas of improvement.,Good and easy to use.,Best Vaccum cleaner in this range,Best vacuum cleaner for house hold use,Nice"
"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&Kitchen,HandBlenders,2742.0,3995.0,31,1253.0,4.4,11148.0,₹2500-5000,Very Good (4.0-4.5),Medium (25-50%),Very High (10K+),"Angel👼,Neha Faizee,Amazon Customer,vipin v.,Kanwal Jit Singh,Alpa Dwivedi,suman sarkar,Virendra Kumar Dube","Heats up,I just bought this product and my review based on my previous purchases are my in laws home,Easy to use,Nicee,Good product,Nice product..,Very Easy to use,Powerful Blender with 3in1 attachments"
"akiara - Makes life easy Electric Handy Sewing/Stitch Handheld Cordless Portable White Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | White Hand Machine with Adapter",Home&Kitchen,Sewing&EmbroideryMachines,721.0,1499.0,52,778.0,3.1,2449.0,₹500-1000,Fair (3.0-3.5),High (50-75%),High (1K-10K),"Kavya jain,Divya,Anushree,User,rahul raghav,Raj,Abhijit E.,Revs","Easy to keep and use,Good for quick fixes,Average product,It's a good Machine,Ok,Make it some more easier,Not so easy,It was a perfect tool for beginners"
"Philips EasySpeed Plus Steam Iron GC2145/20-2200W, Quick Heat Up with up to 30 g/min steam, 110 g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam & Drip-Stop",Home&Kitchen,SteamIrons,2903.0,3295.0,12,392.0,4.3,2299.0,₹2500-5000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"M L.,SIVAKUMAR,Sriram,Kalpana singh,Shaikh Noorulain,Divya Seshan,Nikunj Mehta,Padmanabha Lingaiah","Steam irom,Good,Value for money,Amazing product😁😁,Very nice product.,Good product,Good product,It comes with 16Amps Plug"
"INALSA Electric Chopper Bullet- 400 Watts with 100% Pure Copper Motor| Chop, Mince, Puree, Dice | Twin Blade Technology| 900 ml Capacity| One Touch Operation, 1.30mtr Long Power Cord (Black/Silver)",Home&Kitchen,MiniFoodProcessors&Choppers,1656.0,2695.0,39,1039.0,4.4,6027.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"ajaydreamer,Tinu Ravi Abraham,niteesh,Niraj Agrawal,Gopi,Sammy,Anshul,Amazon customer","A must have addition to the kitchen.,Easy to use,Superb,Fast and sharp blades...quick work,Good product,Quality of motor is good, just doubt on jar, it's not so much strong,Inalsa Bullet Chopper,Very handy and good chopper"
"Borosil Electric Egg Boiler, 8 Egg Capacity, For Hard, Soft, Medium Boiled Eggs, Steamed Vegetables, Transparent Lid, Stainless Steel Exterior (500 Watts)",Home&Kitchen,EggBoilers,1399.0,2290.0,39,891.0,4.4,461.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Medium (100-1K),"Renu,matthew thomas,Chandrakanth Ksheersagar,Amazon Customer,Unnikrishnan Pillai,shreyoshi halder,Vijeta,Amit Mukhedkar","Over all good,Good product, but power switch,Good product,Quality product by Borosil!,Awesome 👌,Easy to use,Excellent,Its a very user friendly product."
Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&Kitchen,SandwichMakers,2079.0,3099.0,33,1020.0,4.1,282.0,₹1000-2500,Very Good (4.0-4.5),Medium (25-50%),Medium (100-1K),"Vaibhav G.,Archana A.,Tech & IoT savvy,SM Hussain,Varinder Singh,Amazon Customer,Ayushi Jain Bansal,NIKHIL H SWADAS","Good!!,Came with a small scratch on the casing and box was not sealed,Heat fast, cut off once a while,Small sized griller which is not so bad,Size issues,Works fine. No issues, cord could have been longer,A must buy,Its good."
Rico IRPRO 1500 Watt Japanese Technology Electric Water Heater Immersion Rod Shockproof Protection & Stainless Steel Heating Element for Instant Heating| ISI Certified 1 Year Replacement Warranty,Home&Kitchen,ImmersionRods,999.0,1075.0,7,76.0,4.1,9275.0,₹500-1000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"MANEESH Jaggari,Vishal dhan,K. Chandrababu,md javeed,Suyash phapale,amit garg,Kiran Nelakuditi,Rajasekaran","Excellent to Use, Adequate Cord length but Too Expensive compared with other & Hope for Durability.,Easy to handle, hassle free,Good,Nice product 👍,Good product,Overall good product,Product not working more than 6months. At that time 797 rs now 999 rs. Too much,Not Shock proof at all"
"Eureka Forbes Active Clean 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,1 Year Warranty,Compact,Light Weight & Easy to use (Red & Black)",Home&Kitchen,HandheldVacuums,3179.0,6999.0,55,3820.0,4.0,743.0,₹2500-5000,Good (3.5-4.0),High (50-75%),Medium (100-1K),"shiny,Placeholder,Karunakar,Veena rastogi,Chetan Lad,E v krishana reddy,Amazon Customer,Nishant R.","Ok but not for deep cleaning,Just ok. Trips frequently,It’s good product, however it’s getting heated up very fast.,It is very helpful,heat and stop after 10 minutes use,Good,Handy and good quality vacuum cleaner,Deep cleaning"
"CSI INTERNATIONAL® Instant Water Geyser, Water Heater, Portable Water Heater, Geyser Made of First Class ABS Plastic 3KW (White)",Home&Kitchen,InstantWaterHeaters,1049.0,2499.0,58,1450.0,3.6,328.0,₹1000-2500,Good (3.5-4.0),High (50-75%),Medium (100-1K),"Customer,Krishnendu halder,product user,Seena Geetha,veerendra sahu,Ajeet singh,Philip Alat,Ranvir Singh","Ok product but not for winter,Easy to use,There's no support for the product . You will not get the warranty.,👌👌👌,Value for money,Good,Good,Quality of the product is not as I expected."
Hindware Atlantic Xceed 5L 3kW Instant Water Heater with Copper Heating Element and High Grade Stainless Steel Tank,Home&Kitchen,InstantWaterHeaters,3599.0,7290.0,51,3691.0,3.9,942.0,₹2500-5000,Good (3.5-4.0),High (50-75%),Medium (100-1K),"ABC user,Abhishek Kumar,Rajasekar K,Anil .P,NEEL SARSIJ,Akash pundir,Suman Jana,Saurabh kumar","Good product but pipes/installation/plug not included,engineer charge 850/- he said company not provide instaltion bill,Good product,Its ok Good, not bad,Geyser is very Good,Genuine,Average,time saving"
Morphy Richards New Europa 800-Watt Espresso and Cappuccino 4-Cup Coffee Maker (Black),Home&Kitchen,EspressoMachines,4799.0,5795.0,17,996.0,3.9,3815.0,₹2500-5000,Good (3.5-4.0),Low (0-25%),High (1K-10K),"Manish Holla,SuperPlayer117,Sudeepmirza,Amba vasantha lashmi,Swati,Damaitre,Amazon Customer,Amazon Customer","Sufficient for a Family,Makes superior coffee,almost par with those brewed in CCD,value for money,Nice,Doesn’t justify the Description,Good for the price,Unnecessary Buy,Delivery without Warranty Card"
"Lifelong Power - Pro 500 Watt 3 Jar Mixer Grinder with 3 Speed Control and 1100 Watt Dry Non-Stick soleplate Iron Super Combo (White and Grey, 1 Year Warranty)",Home&Kitchen,MixerGrinders,1699.0,3398.0,50,1699.0,3.8,7988.0,₹1000-2500,Good (3.5-4.0),Medium (25-50%),High (1K-10K),"Lachhu Tejwani,Suaeb ansari,Aditya Upadhyay,kartar singh,Jameel Ansari,yaeo verma,Alice dsouza,pooja bhilare","Like it,Nice 👍 he,Iron worse grinder still usefull,Good,Nice work,Good for,Mixer is good. But package is very shabby. Wanted to gift it. But changed my mind,आवाज बहुत आती है बाकी मिक्सर accha hai"
"iBELL Castor CTEK15L Premium 1.5 Litre Stainless Steel Electric Kettle,1500W Auto Cut-Off Feature,Silver",Home&Kitchen,Kettle&ToasterSets,664.0,1490.0,55,826.0,4.1,925.0,₹500-1000,Very Good (4.0-4.5),High (50-75%),Medium (100-1K),"Rahul chauhan,Satyam Singh,Kiran K.,Arun,Ram E Singh,noorudheen,Raghuram Venkatesan,suhel basha","It’s a good product in this price.,Nice product,It's very good,Good for use,Velue for money product,Good product,Value for money purchase,It is worthy"
"BAJAJ PYGMY MINI 110 MM 10 W HIGH SPEED OPERATION, USB CHARGING, MULTI-CLIP FUNCTION PERSONAL FAN",Home&Kitchen,TableFans,948.0,1620.0,41,672.0,4.1,4370.0,₹500-1000,Very Good (4.0-4.5),Medium (25-50%),High (1K-10K),"Chesin Cherian,sheela k.,siddharth,Manish Yadav,michel raj,Mnp,Dhruba Bakshi,Raghvi","Replaced the first one.,It is very good product,Go for it,Nice Product,Simple and supper,Compact and Premium look product,Tiny but good,Best buy ever"
"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",Home&Kitchen,DryIrons,850.0,1000.0,15,150.0,4.1,7619.0,₹500-1000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"Yogesh,Ashok,raja,Debabrata Das,Pushkar Gade,Shaheed,charafoudine,Gopal Samanta","Good,Very lightweight and good looking,good,So far so good,Nice 👍,Average,I think is this 1000 watts? Produce 750 watts.....,Good"
Prestige Clean Home Water Purifier Cartridge,Home&Kitchen,WaterCartridges,600.0,640.0,6,40.0,3.8,2593.0,₹500-1000,Good (3.5-4.0),Low (0-25%),High (1K-10K),"Chittaranjan Gantayat,Raja Laxman,Tomichan Matheikal,Amazon Customer,Suyash gupta,C Balasubramanian,Shonjana,Anshuman Panda","Good cartridge but works for less than 3 months for 2 people,Normally sediment water filter,Works for a short period,Water is not going down and not filtering,Great product but too costly .,Correct spare,Great water cleanser,ABC"
Morphy Richards Aristo 2000 Watts PTC Room Heater (White),Home&Kitchen,ElectricHeaters,3711.0,4495.0,17,784.0,4.3,356.0,₹2500-5000,Very Good (4.0-4.5),Low (0-25%),Medium (100-1K),"Rajeev M,Lakhan Singh Kushwaha,Ashish Parikh,Amit,Kalc,Joshi shrikant m,bhanu pratap Phulwaria,DB11","Sleek , Silent and Effective,Good product,100 % satisfied and recommended....,Bad product. Fan makes lot of noise,Its good with a flaw,Overall best.,Number 1,works decently."
"Gadgetronics Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking (10 KGs,1 Year Warranty & Batteries Included)",Home&Kitchen,DigitalKitchenScales,799.0,2999.0,73,2200.0,4.5,63.0,₹500-1000,Very Good (4.0-4.5),High (50-75%),Low (<100),"Reena Rodrigues.,Placeholder,Adil,Srinath P.,Gulam,Harish Thakkar,velu,Sanjeev Rawal","Excellent product,Good product, very accurate and sleek design. Totally Recommended,Good product,Accurate with multiple unit setting option,Light weight scale machine ... It's good for me,Good little gadget for kitchen,Good product for house use.,Awesome product"
"HUL Pureit Germkill kit for Advanced 23 L water purifier - 3000 L Capacity, Sand, Multicolour",Home&Kitchen,WaterPurifierAccessories,980.0,980.0,0,0.0,4.2,4740.0,₹500-1000,Very Good (4.0-4.5),,High (1K-10K),"Amazon Customer,James k Joseph,Shri,Devraj Nikumbh,rupali lakhera,Palash Seth,Venkatram Rao K,Dipika S.","It's very nice,Got the correct one, asked,Good product,Very good item,Awesome,Good,ok,Delivered on time"
"Tom & Jerry Folding Laundry Basket for Clothes with Lid & Handle, Toys Organiser, 75 Litre, Green",Home&Kitchen,LaundryBaskets,351.0,899.0,61,548.0,3.9,296.0,Under ₹500,Good (3.5-4.0),High (50-75%),Medium (100-1K),"asha chatri,Amazon Customer,Mahlaqa,Shashi Gupta,Pavit,Satish Kumar,Lalit Patil,indhu","Good,Product is good bt smell like hell.,Amazing,Good Bag ☺️,Good quality and quick delivery,Worth money,Good and big bag,Good product"
"Ikea Little Loved Corner PRODUKT Milk-frother, Coffee/Tea Frother, Handheld Milk Wand Mixer Frother, Black",Home&Kitchen,MilkFrothers,229.0,499.0,54,270.0,3.5,185.0,Under ₹500,Fair (3.0-3.5),High (50-75%),Medium (100-1K),"bharath,Naveen manikandan,Garima Katarya,Sadum Yeshwanth,Raynold Mathew,Namrata,Siva pidugu,Consumer","Good product,Decent product,nice n powerful but delicate,Good product. It’s a bit difficult to insert cells.,Worked well for a month,Extremely useful,Waste product,Value for money"
"Philips EasySpeed Plus Steam Iron GC2147/30-2400W, Quick Heat up with up to 30 g/min steam, 150g steam Boost, Scratch Resistant Ceramic Soleplate, Vertical steam, Drip-Stop",Home&Kitchen,SteamIrons,3349.0,3995.0,16,646.0,4.3,1954.0,₹2500-5000,Very Good (4.0-4.5),Low (0-25%),High (1K-10K),"Khush,Vivek Chengappa Kodira,Chenna Rao,NAZIA AHMED,Sankar N,Cma,SANJAY M.,Sandeep Yadav","Go for it,Good steam iron,Plage big size,Good Product and worth Buying,Nice,Easy to use,Good,Going good so far"
"Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Multiple Safety System, White",Home&Kitchen,StorageWaterHeaters,5499.0,11500.0,52,6001.0,3.9,959.0,Above ₹5000,Good (3.5-4.0),High (50-75%),Medium (100-1K),"Lokesh Shukla,Srini D,Hari Prasad Reddy,Gajendra,Balbir Singh,Arnab Samanta,Dulam Harish goud,Priy Ranjan","Ok,A good water heater,Easy to use inverter,Good product,Screw missing,Nice,Gd product from amazon,Good purchase but costly installation"
"House of Quirk Reusable Sticky Picker Cleaner Easy-Tear Sheets Travel Pet Hair Lint Rollers Brush (10cm Sheet, Set of 3 Rolls, 180 Sheets, 60 Sheets Each roll Lint Roller Remover, Multicolour)",Home&Kitchen,LintShavers,299.0,499.0,40,200.0,3.9,1015.0,Under ₹500,Good (3.5-4.0),Medium (25-50%),High (1K-10K),"ANILKUMAR,Sudeep Jain,siri srujana,Dipankar Paul,Anshula @thebookishlawyer,Amrit Kaur,Mini,shaila","Good to use,Really good in this price,Lint roller,Adhesive could have been better,I like this,Low effectiveness,Good for those who have pets!,Useful product"
